uei,fiscal_year,paper_count,award_count
CQA1K84J6J85,2024,2,1
CQA1K84J6J85,2025,1,1
CQBFJPDVL9T3,2022,1,1
CQJBH3DDJSN4,2022,3,1
CQJBH3DDJSN4,2023,1,1
CRJPYMUA3NL4,2020,1,1
CRJPYMUA3NL4,2021,1,1
CRJPYMUA3NL4,2022,2,1
CRPQN9NU7X28,2016,22,2
CRPQN9NU7X28,2017,21,2
CRPQN9NU7X28,2018,16,2
CRPQN9NU7X28,2019,10,1
CRPQN9NU7X28,2020,17,1
CRPQN9NU7X28,2021,14,1
CRPQN9NU7X28,2022,12,2
CRPQN9NU7X28,2023,7,1
CRPQN9NU7X28,2024,5,1
CRPQN9NU7X28,2025,15,1
CRYFNUNXM1U5,2016,2,1
CRYFNUNXM1U5,2017,2,2
CRYFNUNXM1U5,2020,2,1
CRYFNUNXM1U5,2021,1,1
CRYFNUNXM1U5,2022,2,1
CRYFNUNXM1U5,2023,1,1
CRYFNUNXM1U5,2024,1,1
CS4QQVVPLWW8,2024,1,2
CSCNN26NDVK3,2021,1,1
CSCNN26NDVK3,2022,1,1
CSCNN26NDVK3,2023,1,1
CSCNN26NDVK3,2024,1,1
CSFEDJCD2DA6,2021,1,1
CSFEDJCD2DA6,2023,1,1
CSLMAR9NXN77,2020,1,1
CSLYY6VAHXX7,2016,5,1
CSLYY6VAHXX7,2017,1,1
CSLYY6VAHXX7,2018,1,1
CSLYY6VAHXX7,2021,3,1
CSLYY6VAHXX7,2022,2,1
CSLYY6VAHXX7,2023,3,4
CSLYY6VAHXX7,2024,8,6
CSLYY6VAHXX7,2025,5,5
CSSJGCRUZ9F3,2016,617,110
CSSJGCRUZ9F3,2017,483,110
CSSJGCRUZ9F3,2018,424,100
CSSJGCRUZ9F3,2019,318,98
CSSJGCRUZ9F3,2020,409,79
CSSJGCRUZ9F3,2021,373,63
CSSJGCRUZ9F3,2022,347,56
CSSJGCRUZ9F3,2023,239,52
CSSJGCRUZ9F3,2024,170,44
CSSJGCRUZ9F3,2025,173,47
CSVAGA1DWEN5,2024,1,1
CT5HTN1BU9B1,2025,1,1
CTH5KGL78E65,2016,4,2
CTH5KGL78E65,2017,3,2
CTH5KGL78E65,2018,2,1
CTH5KGL78E65,2019,1,1
CTH5KGL78E65,2020,2,1
CTH5KGL78E65,2021,1,2
CTH5KGL78E65,2022,3,3
CTH5KGL78E65,2023,5,2
CTH5KGL78E65,2024,2,1
CTH5KGL78E65,2025,5,3
CTHHMS29J6L6,2021,2,1
CTHHMS29J6L6,2024,1,1
CTLVX9M7AMR4,2016,16,13
CTLVX9M7AMR4,2017,16,13
CTLVX9M7AMR4,2018,18,12
CTLVX9M7AMR4,2019,24,12
CTLVX9M7AMR4,2020,26,13
CTLVX9M7AMR4,2021,28,14
CTLVX9M7AMR4,2022,34,16
CTLVX9M7AMR4,2023,27,15
CTLVX9M7AMR4,2024,30,13
CTLVX9M7AMR4,2025,41,16
CTWDPXTLUAM7,2016,1,1
CTWDPXTLUAM7,2017,2,2
CTWDPXTLUAM7,2018,4,2
CTWDPXTLUAM7,2019,2,2
CTWDPXTLUAM7,2020,3,3
CTWDPXTLUAM7,2021,1,1
CTWDPXTLUAM7,2023,1,1
CUJMD4EH1V21,2016,1,1
CV4DA3MZLNL8,2017,1,1
CV4DA3MZLNL8,2018,1,2
CV52PP94GAD5,2022,1,1
CV52PP94GAD5,2023,1,1
CV52PP94GAD5,2024,2,1
CV52PP94GAD5,2025,1,1
CV5BLXMMLFJ3,2023,1,1
CVBMAAJVVS25,2018,1,1
CVBMAAJVVS25,2019,3,1
CVBMAAJVVS25,2022,1,1
CVNBL4GDUKF3,2016,4,2
CVNBL4GDUKF3,2017,10,4
CVNBL4GDUKF3,2018,16,4
CVNBL4GDUKF3,2019,12,5
CVNBL4GDUKF3,2020,20,7
CVNBL4GDUKF3,2021,20,6
CVNBL4GDUKF3,2022,14,5
CVNBL4GDUKF3,2023,12,7
CVNBL4GDUKF3,2024,16,6
CVNBL4GDUKF3,2025,15,8
CVPMUCNLJPP5,2017,1,1
CVPMUCNLJPP5,2020,1,1
CVPMUCNLJPP5,2023,1,1
CVYZEGA1K911,2016,3,1
CVYZEGA1K911,2017,2,1
CVYZEGA1K911,2018,1,1
CVYZEGA1K911,2019,2,1
CW3TVGNJAYM6,2020,1,2
CW3TVGNJAYM6,2024,1,1
CWKJEXDG79A7,2016,63,14
CWKJEXDG79A7,2017,56,19
CWKJEXDG79A7,2018,69,23
CWKJEXDG79A7,2019,54,25
CWKJEXDG79A7,2020,63,26
CWKJEXDG79A7,2021,62,32
CWKJEXDG79A7,2022,41,30
CWKJEXDG79A7,2023,68,35
CWKJEXDG79A7,2024,67,29
CWKJEXDG79A7,2025,52,31
CX4ZCPH2EAA3,2017,1,1
CX4ZCPH2EAA3,2018,1,1
CX8HLN7XU7E6,2021,1,2
CX8HLN7XU7E6,2025,1,1
CXEUFMM1FXY8,2018,1,1
CXEUFMM1FXY8,2022,1,1
CXFPKGA7TQZ3,2016,149,19
CXFPKGA7TQZ3,2017,128,19
CXFPKGA7TQZ3,2018,112,24
CXFPKGA7TQZ3,2019,112,20
CXFPKGA7TQZ3,2020,89,21
CXFPKGA7TQZ3,2021,123,18
CXFPKGA7TQZ3,2022,89,16
CXFPKGA7TQZ3,2023,89,14
CXFPKGA7TQZ3,2024,85,13
CXFPKGA7TQZ3,2025,100,10
CXP2QC5SGSM6,2022,2,1
CXP2QC5SGSM6,2023,1,1
CXP2QC5SGSM6,2024,2,1
CYDKSKBAL9F3,2021,1,1
CYDKSKBAL9F3,2022,2,1
CYDKSKBAL9F3,2024,1,1
CYU5N7VNCPN3,2025,2,1
CZ53WXM52XT5,2025,1,2
CZABTMGHLJC8,2024,1,1
CZABTMGHLJC8,2025,3,2
CZDCV9W7CRC4,2024,1,1
CZDCV9W7CRC4,2025,1,1
CZQSE8JMCEN1,2022,1,1
CZVHJRF9T6H3,2022,1,1
CZVHJRF9T6H3,2023,2,2
CZY7PPKY5KC3,2016,1,1
CZY7PPKY5KC3,2023,1,1
CZZJVX2BKJF3,2016,1,1
CZZJVX2BKJF3,2017,2,1
CZZJVX2BKJF3,2018,2,1
CZZJVX2BKJF3,2022,1,4
CZZJVX2BKJF3,2023,1,1
D13WXXL3LNC7,2016,4,1
D13WXXL3LNC7,2017,3,1
D13WXXL3LNC7,2018,1,1
D13WXXL3LNC7,2019,2,1
D13WXXL3LNC7,2020,3,1
D13WXXL3LNC7,2022,1,1
D13WXXL3LNC7,2024,2,1
D1BKPRUCVYF6,2021,1,1
D1CRFN89NF71,2019,1,1
D1CRFN89NF71,2021,7,1
D1CRFN89NF71,2022,13,1
D1CRFN89NF71,2023,60,1
D1CRFN89NF71,2024,107,1
D1CRFN89NF71,2025,117,1
D258V8MNLGA5,2019,1,1
D26NRF445JV3,2016,1,2
D2NHE6C2EQF3,2020,1,1
D2NHE6C2EQF3,2021,1,1
D33QGS3Q3DJ3,2016,11,6
D33QGS3Q3DJ3,2017,11,8
D33QGS3Q3DJ3,2018,24,17
D33QGS3Q3DJ3,2019,28,19
D33QGS3Q3DJ3,2020,21,15
D33QGS3Q3DJ3,2021,37,18
D33QGS3Q3DJ3,2022,28,16
D33QGS3Q3DJ3,2023,37,16
D33QGS3Q3DJ3,2024,28,15
D33QGS3Q3DJ3,2025,27,19
D34CKFE1TLW8,2016,1,1
D34CKFE1TLW8,2020,2,2
D34CKFE1TLW8,2022,1,1
D34CKFE1TLW8,2023,3,3
D34CKFE1TLW8,2025,2,2
D37XGZLKKLJ9,2019,1,1
D37XGZLKKLJ9,2024,1,1
D38ER7T7B8L8,2022,1,1
D3CAG96VUG84,2016,2,2
D3CAG96VUG84,2017,3,3
D3CAG96VUG84,2018,2,2
D3CAG96VUG84,2019,5,3
D3DLCX4TL4L8,2024,1,1
D3DTJBVZRVB8,2022,1,1
D3DTJBVZRVB8,2023,1,1
D3DTJBVZRVB8,2025,1,2
D3GMZSP2W9U7,2017,1,1
D3GMZSP2W9U7,2019,1,1
D3JTJM83KNT3,2023,2,1
D3LHU66KBLD5,2016,3175,763
D3LHU66KBLD5,2017,3259,886
D3LHU66KBLD5,2018,3323,966
D3LHU66KBLD5,2019,2934,1026
D3LHU66KBLD5,2020,3071,1179
D3LHU66KBLD5,2021,3178,1181
D3LHU66KBLD5,2022,3072,1197
D3LHU66KBLD5,2023,3155,1276
D3LHU66KBLD5,2024,2903,1265
D3LHU66KBLD5,2025,2960,1300
D3ZDKNNU9PT9,2016,2,2
D3ZDKNNU9PT9,2017,5,4
D3ZDKNNU9PT9,2019,2,3
D3ZDKNNU9PT9,2020,2,1
D3ZDKNNU9PT9,2021,5,4
D3ZDKNNU9PT9,2022,6,2
D3ZDKNNU9PT9,2023,2,2
D435D8QN99S4,2020,4,1
D435D8QN99S4,2021,2,2
D435D8QN99S4,2022,1,1
D435D8QN99S4,2023,3,2
D435D8QN99S4,2024,4,2
D45VHM8FQRN6,2025,1,1
D4ARPK15SWA5,2018,1,1
D4ARPK15SWA5,2019,1,1
D4ARPK15SWA5,2020,1,1
D4ARPK15SWA5,2021,1,1
D4ARPK15SWA5,2022,1,1
D4D5TGHLXE71,2016,1,1
D4H1F8KMJJ28,2016,1,2
D4H1F8KMJJ28,2017,4,3
D4H1F8KMJJ28,2018,2,1
D4H1F8KMJJ28,2019,3,4
D4H1F8KMJJ28,2020,2,4
D4H1F8KMJJ28,2022,2,2
D4H1F8KMJJ28,2023,1,1
D4H1F8KMJJ28,2024,2,2
D4H1F8KMJJ28,2025,4,2
D4P7H8NWZER7,2018,2,1
D4P7H8NWZER7,2021,2,1
D4P7H8NWZER7,2023,1,1
D4P7H8NWZER7,2024,1,1
D4P7H8NWZER7,2025,4,1
D5EMA8JZJ9C8,2024,2,1
D5EMA8JZJ9C8,2025,1,1
D5LLACKKM5Q8,2016,2,1
D5LLACKKM5Q8,2019,1,1
D5PFEAJTZKA3,2018,1,2
D5PFEAJTZKA3,2019,1,2
D5PFEAJTZKA3,2020,1,2
D5PFEAJTZKA3,2021,1,2
D5V4N1FDJKW7,2018,9,1
D5V4N1FDJKW7,2019,9,1
D5V4N1FDJKW7,2020,7,1
D5V4N1FDJKW7,2021,5,1
D5V4N1FDJKW7,2022,1,1
D5V4N1FDJKW7,2023,1,1
D5V4N1FDJKW7,2024,1,1
D5WZFBNJE5Y3,2021,1,1
D638ZQHJJ9M1,2022,3,1
D638ZQHJJ9M1,2025,1,1
D6VABZ7RVM84,2018,2,1
D6VABZ7RVM84,2019,1,1
D6VABZ7RVM84,2020,2,1
D6VABZ7RVM84,2021,1,1
D6VABZ7RVM84,2023,1,1
D6VHAQPLHS79,2017,2,1
D6VHAQPLHS79,2018,1,1
D6VHAQPLHS79,2019,2,2
D73FC2LT5J26,2023,1,1
D73FC2LT5J26,2024,2,1
D73FC2LT5J26,2025,1,1
D77HU977E973,2016,1,1
D77HU977E973,2017,2,2
D77HU977E973,2019,1,1
D77HU977E973,2020,1,1
D79ND8GZR3E6,2016,1,1
D7G3RCMNEGA5,2020,1,1
D7G3RCMNEGA5,2021,1,1
D7Q8JLAJU3M4,2021,1,1
D7Q8JLAJU3M4,2022,1,1
D7Q8JLAJU3M4,2024,1,1
D7SFBJJHZ9Y5,2020,1,2
D7SRYQVNKMV3,2023,1,1
D7SRYQVNKMV3,2024,1,1
D7WBG8G7AWE4,2019,1,1
D7WBG8G7AWE4,2022,1,2
D7WBG8G7AWE4,2023,1,2
D82RA1JMEBA8,2020,2,4
D82RA1JMEBA8,2022,1,2
D82RA1JMEBA8,2024,1,1
D9DRUX8SM4V9,2016,2,1
D9DRUX8SM4V9,2020,2,2
D9DRUX8SM4V9,2021,1,1
D9DRUX8SM4V9,2024,1,1
D9EVNTKKWLF3,2016,1,1
D9EVNTKKWLF3,2020,1,1
D9EVNTKKWLF3,2021,1,1
D9EVNTKKWLF3,2023,2,2
D9EVNTKKWLF3,2024,1,1
D9KPSNLHD9J5,2017,1,1
D9KPSNLHD9J5,2018,1,1
D9KPSNLHD9J5,2019,1,1
D9KPSNLHD9J5,2025,1,1
D9MKKSEF5EC1,2016,1,1
D9MKKSEF5EC1,2017,3,2
D9MKKSEF5EC1,2018,2,2
D9MKKSEF5EC1,2019,2,1
D9MKKSEF5EC1,2021,3,2
D9MKKSEF5EC1,2022,1,1
D9MKKSEF5EC1,2023,1,1
D9WMZ24BAKL5,2023,1,1
DA5EYJ6V99G9,2016,1,1
DA7UPTVQMG73,2023,1,3
DAEHRJE6P7N4,2022,1,1
DAF9XL6P2BG5,2024,1,1
DAHAYJEBV8K1,2022,1,2
DALPEA4VNNJ3,2019,1,1
DALPEA4VNNJ3,2020,1,1
DALPEA4VNNJ3,2021,2,2
DALPEA4VNNJ3,2022,3,3
DALPEA4VNNJ3,2023,1,1
DALPEA4VNNJ3,2024,1,1
DALPEA4VNNJ3,2025,1,2
DAR5SR7BVBB6,2023,1,1
DAR5SR7BVBB6,2024,1,1
DAY7Z8ZD48Q3,2016,50,19
DAY7Z8ZD48Q3,2017,47,19
DAY7Z8ZD48Q3,2018,65,26
DAY7Z8ZD48Q3,2019,63,32
DAY7Z8ZD48Q3,2020,60,26
DAY7Z8ZD48Q3,2021,66,38
DAY7Z8ZD48Q3,2022,58,34
DAY7Z8ZD48Q3,2023,93,37
DAY7Z8ZD48Q3,2024,92,38
DAY7Z8ZD48Q3,2025,77,30
DB7NNKKT64K3,2024,1,1
DB7NNKKT64K3,2025,2,1
DB9LSMAHKNJ8,2018,1,1
DBA7CH2JH793,2016,2,1
DBA7CH2JH793,2017,2,1
DBA7CH2JH793,2018,3,1
DBA7CH2JH793,2019,7,2
DBA7CH2JH793,2020,8,3
DBA7CH2JH793,2021,7,3
DBA7CH2JH793,2022,8,2
DBA7CH2JH793,2023,8,1
DBA7CH2JH793,2024,3,1
DBA7CH2JH793,2025,8,2
DBM1C8MDJ5L3,2016,1,1
DBM1C8MDJ5L3,2017,3,2
DBM1C8MDJ5L3,2018,3,2
DBM1C8MDJ5L3,2020,5,3
DBM1C8MDJ5L3,2021,7,6
DBM1C8MDJ5L3,2022,9,5
DBM1C8MDJ5L3,2023,10,8
DBM1C8MDJ5L3,2024,9,5
DBM1C8MDJ5L3,2025,9,7
DBP4N9GHCA14,2016,6,2
DBP4N9GHCA14,2017,4,3
DBP4N9GHCA14,2018,11,3
DBP4N9GHCA14,2019,1,1
DBP4N9GHCA14,2020,1,1
DBP4N9GHCA14,2021,3,2
DBP4N9GHCA14,2022,1,1
DBP4N9GHCA14,2024,3,1
DC17DRKCAHN4,2022,1,1
DC3MUR6W5XV9,2016,1,1
DC3MUR6W5XV9,2017,1,1
DC3MUR6W5XV9,2018,1,1
DC3MUR6W5XV9,2019,1,1
DC3MUR6W5XV9,2020,1,1
DCBCUBQLAEN1,2016,2,1
DCBCUBQLAEN1,2017,3,1
DCBCUBQLAEN1,2019,3,1
DCBCUBQLAEN1,2020,3,2
DCBCUBQLAEN1,2021,4,2
DCBCUBQLAEN1,2022,2,2
DCBCUBQLAEN1,2023,4,2
DCBCUBQLAEN1,2024,5,1
DCBCUBQLAEN1,2025,10,3
DCM2TK5ZRKK6,2017,1,2
DCM2TK5ZRKK6,2019,2,3
DCM2TK5ZRKK6,2022,1,1
DCQQX5TRCYN9,2020,2,1
DCQQX5TRCYN9,2021,1,1
DCQQX5TRCYN9,2022,2,2
DCQQX5TRCYN9,2023,2,2
DCQQX5TRCYN9,2024,2,2
DCQQX5TRCYN9,2025,1,1
DCR3JT98KGB7,2024,1,1
DCSGCN3N8D87,2018,1,1
DCSGCN3N8D87,2019,2,2
DCSGCN3N8D87,2021,1,2
DCSGCN3N8D87,2024,1,1
DCTNHRGU1K75,2017,2,1
DCTNHRGU1K75,2018,5,1
DCTNHRGU1K75,2019,5,1
DCTNHRGU1K75,2020,4,1
DCTNHRGU1K75,2021,6,1
DCTNHRGU1K75,2022,12,1
DCTNHRGU1K75,2023,3,1
DCTNHRGU1K75,2024,9,1
DCTNHRGU1K75,2025,10,1
DCYNUU4E7Q66,2021,3,2
DCYNUU4E7Q66,2022,1,1
DCYNUU4E7Q66,2023,2,2
DCYNUU4E7Q66,2024,5,3
DD4ZLR6ARGK1,2021,1,1
DDD1BU62TM94,2019,1,1
DDD1BU62TM94,2020,3,2
DDD1BU62TM94,2025,1,2
DDJBJ4APF8S3,2019,1,1
DDJBJ4APF8S3,2024,1,1
DDLKGQ9LYCS7,2020,1,1
DDMLLCM3VAF8,2017,1,2
DDMLLCM3VAF8,2023,1,1
DDMLLCM3VAF8,2024,1,2
DDRUDKNS37N8,2016,2,2
DDRUDKNS37N8,2019,2,2
DDRUDKNS37N8,2020,1,1
DDRUDKNS37N8,2021,3,2
DDV1PJUEK2X9,2021,1,1
DEAWAZYYD6B8,2016,2,1
DEAWAZYYD6B8,2017,1,1
DEAWAZYYD6B8,2019,1,1
DEAWAZYYD6B8,2021,1,1
DEAWAZYYD6B8,2022,1,1
DEAWAZYYD6B8,2024,1,1
DEJAJMQ4VZB1,2023,3,1
DEJAJMQ4VZB1,2024,1,1
DEX9AWMJ3A67,2021,1,1
DEX9AWMJ3A67,2024,1,1
DEX9AWMJ3A67,2025,1,1
DF57MMBTUU55,2019,1,2
DF57MMBTUU55,2020,3,2
DF57MMBTUU55,2021,6,2
DF57MMBTUU55,2022,3,2
DF57MMBTUU55,2024,3,2
DF57MMBTUU55,2025,2,1
DF5ZDMUZJPH7,2016,2,3
DF5ZDMUZJPH7,2017,2,2
DF5ZDMUZJPH7,2018,1,1
DF5ZDMUZJPH7,2019,2,2
DF5ZDMUZJPH7,2020,1,1
DF5ZDMUZJPH7,2021,1,1
DF5ZDMUZJPH7,2022,1,1
DFGLPK8JLL93,2023,3,1
DFNAG1MWADP6,2016,1,1
DFNLDECWM8J8,2016,20,9
DFNLDECWM8J8,2017,15,11
DFNLDECWM8J8,2018,25,12
DFNLDECWM8J8,2019,17,10
DFNLDECWM8J8,2020,20,11
DFNLDECWM8J8,2021,16,8
DFNLDECWM8J8,2022,21,10
DFNLDECWM8J8,2023,20,7
DFNLDECWM8J8,2024,17,10
DFNLDECWM8J8,2025,20,9
DFTEBK8C6B73,2024,1,1
DFTEBK8C6B73,2025,4,1
DFTKQFFUPZX8,2020,2,1
DFTKQFFUPZX8,2021,2,1
DFTKQFFUPZX8,2022,1,1
DG7YFQJF7UJ5,2017,3,2
DG7YFQJF7UJ5,2018,3,2
DG7YFQJF7UJ5,2019,1,1
DG7YFQJF7UJ5,2020,1,1
DG7YFQJF7UJ5,2021,3,2
DG7YFQJF7UJ5,2022,1,2
DG7YFQJF7UJ5,2023,2,2
DG7YFQJF7UJ5,2024,2,3
DG7YFQJF7UJ5,2025,1,2
DGDHWH1KNVM6,2024,1,1
DGE6L9T3CW25,2016,1,1
DGE6L9T3CW25,2018,1,1
DGE6L9T3CW25,2019,1,1
DGE6L9T3CW25,2020,3,2
DGE6L9T3CW25,2021,3,3
DGE6L9T3CW25,2022,6,4
DGE6L9T3CW25,2023,1,1
DGE6L9T3CW25,2024,2,2
DGE6L9T3CW25,2025,7,5
DGF9K7VZNLU7,2017,1,1
DGF9K7VZNLU7,2019,2,2
DGGDTLJ713A3,2020,1,1
DGLULMGDV8X1,2016,1,1
DGLULMGDV8X1,2017,2,1
DGLULMGDV8X1,2018,1,1
DGLULMGDV8X1,2020,3,1
DH2EBEYDDJM9,2021,1,1
DH2EBEYDDJM9,2022,2,1
DH2EBEYDDJM9,2023,2,2
DH2EBEYDDJM9,2024,2,3
DH6HDJRM1K27,2017,1,1
DH6HDJRM1K27,2021,1,1
DH6HDJRM1K27,2022,1,1
DHJKJCADJH53,2017,3,1
DHJKJCADJH53,2018,1,1
DHJKJCADJH53,2021,1,1
DHJSMHJ9BJE5,2019,2,1
DHJSMHJ9BJE5,2022,1,1
DHJSMHJ9BJE5,2023,1,1
DHP2CMKGJH85,2017,1,1
DHRMCNVMLND7,2019,2,1
DHRMCNVMLND7,2020,3,1
DHRMCNVMLND7,2025,1,1
DHTASEX58M16,2017,2,3
DHTASEX58M16,2020,1,1
DHTASEX58M16,2022,1,1
DHTASEX58M16,2023,2,2
DHTASEX58M16,2025,1,1
DHZFD6Q6ZVC7,2022,1,1
DJ4SM8UQBHT7,2016,12,7
DJ4SM8UQBHT7,2017,10,7
DJ4SM8UQBHT7,2018,10,6
DJ4SM8UQBHT7,2019,10,5
DJ4SM8UQBHT7,2020,7,4
DJ4SM8UQBHT7,2021,9,6
DJ4SM8UQBHT7,2022,7,5
DJ4SM8UQBHT7,2023,10,8
DJ4SM8UQBHT7,2024,11,6
DJ4SM8UQBHT7,2025,12,9
DJANDTMJDD36,2020,1,1
DJCTQA1PR7Q4,2016,26,10
DJCTQA1PR7Q4,2017,25,11
DJCTQA1PR7Q4,2018,18,13
DJCTQA1PR7Q4,2019,9,11
DJCTQA1PR7Q4,2020,26,19
DJCTQA1PR7Q4,2021,41,26
DJCTQA1PR7Q4,2022,29,23
DJCTQA1PR7Q4,2023,30,26
DJCTQA1PR7Q4,2024,16,18
DJCTQA1PR7Q4,2025,20,16
DJFBH3LFSYD1,2018,4,2
DJFBH3LFSYD1,2020,3,1
DJG9V27F5MR6,2024,1,1
DJG9V27F5MR6,2025,1,1
DJH3Q8J7NCC7,2019,1,1
DJH3Q8J7NCC7,2021,1,1
DJH3Q8J7NCC7,2025,1,1
DJJUZJ94N9B4,2016,1,1
DJJUZJ94N9B4,2020,1,1
DJJUZJ94N9B4,2021,1,1
DJJUZJ94N9B4,2022,1,1
DJJUZJ94N9B4,2023,1,1
DJNTE364LJJ7,2019,2,2
DJNTE364LJJ7,2020,7,2
DJNTE364LJJ7,2021,5,2
DJNTE364LJJ7,2022,6,2
DJNTE364LJJ7,2023,3,2
DJNTE364LJJ7,2024,1,1
DJNTE364LJJ7,2025,2,2
DJPXLZAE9931,2018,2,1
DJPXLZAE9931,2021,1,1
DJPXLZAE9931,2022,1,1
DJPXLZAE9931,2024,2,1
DJPXLZAE9931,2025,3,1
DK6LPWMS5LP5,2016,13,11
DK6LPWMS5LP5,2017,22,9
DK6LPWMS5LP5,2018,34,13
DK6LPWMS5LP5,2019,27,11
DK6LPWMS5LP5,2020,43,9
DK6LPWMS5LP5,2021,21,11
DK6LPWMS5LP5,2022,21,11
DK6LPWMS5LP5,2023,16,11
DK6LPWMS5LP5,2024,9,8
DK6LPWMS5LP5,2025,4,4
DK9MKVC96A47,2016,2,1
DK9MKVC96A47,2017,1,1
DK9MKVC96A47,2018,3,2
DK9MKVC96A47,2019,4,2
DK9MKVC96A47,2021,2,2
DK9MKVC96A47,2022,2,1
DK9MKVC96A47,2024,1,1
DKLMFLKPAB48,2017,1,1
DKMDCB5HNBL7,2016,166,29
DKMDCB5HNBL7,2017,159,35
DKMDCB5HNBL7,2018,155,49
DKMDCB5HNBL7,2019,131,50
DKMDCB5HNBL7,2020,178,58
DKMDCB5HNBL7,2021,173,63
DKMDCB5HNBL7,2022,180,56
DKMDCB5HNBL7,2023,186,60
DKMDCB5HNBL7,2024,171,50
DKMDCB5HNBL7,2025,160,63
DKV9W8N3GR61,2017,1,1
DKV9W8N3GR61,2019,4,1
DKV9W8N3GR61,2021,2,1
DKV9W8N3GR61,2024,2,1
DKV9W8N3GR61,2025,2,1
DKZNEQL174E3,2019,1,1
DKZNEQL174E3,2020,1,1
DKZNEQL174E3,2022,1,1
DLBFL8DKL6Z3,2019,1,1
DLBFL8DKL6Z3,2023,2,2
DLBFL8DKL6Z3,2025,1,1
DLCKKJYC7NK3,2016,1,1
DLCKKJYC7NK3,2017,5,2
DLCKKJYC7NK3,2018,2,4
DLCKKJYC7NK3,2019,1,1
DLCKKJYC7NK3,2020,1,2
DLCKKJYC7NK3,2021,1,1
DLCKKJYC7NK3,2023,1,7
DLCKKJYC7NK3,2024,1,2
DLCKKJYC7NK3,2025,2,2
DLJWLMSNK627,2016,9,2
DLJWLMSNK627,2017,6,2
DLJWLMSNK627,2018,9,4
DLJWLMSNK627,2019,3,2
DLJWLMSNK627,2020,2,3
DLJWLMSNK627,2021,2,4
DLJWLMSNK627,2022,5,4
DLJWLMSNK627,2023,5,3
DLJWLMSNK627,2024,6,6
DLJWLMSNK627,2025,8,5
DLRNMH33N954,2024,1,1
DLRNMH33N954,2025,1,1
DLT8GQP9F918,2021,1,1
DLT8GQP9F918,2022,1,3
DLT8GQP9F918,2023,1,1
DLT8GQP9F918,2024,1,1
DLT8GQP9F918,2025,1,1
DLTJBDQBGBC9,2016,67,21
DLTJBDQBGBC9,2017,81,23
DLTJBDQBGBC9,2018,74,30
DLTJBDQBGBC9,2019,68,24
DLTJBDQBGBC9,2020,58,24
DLTJBDQBGBC9,2021,59,30
DLTJBDQBGBC9,2022,53,27
DLTJBDQBGBC9,2023,50,32
DLTJBDQBGBC9,2024,58,31
DLTJBDQBGBC9,2025,59,31
DLUJVCPR2HK3,2018,3,2
DLUJVCPR2HK3,2019,3,1
DLUJVCPR2HK3,2020,1,1
DLUJVCPR2HK3,2021,2,2
DLUJVCPR2HK3,2022,1,2
DLUJVCPR2HK3,2023,2,3
DLUJVCPR2HK3,2024,1,2
DLUJVCPR2HK3,2025,2,2
DLUMA6JAZ1K4,2021,1,2
DLUMA6JAZ1K4,2022,1,2
DLUMA6JAZ1K4,2025,2,3
DLUTVJJ15U66,2016,38,13
DLUTVJJ15U66,2017,55,12
DLUTVJJ15U66,2018,64,21
DLUTVJJ15U66,2019,58,16
DLUTVJJ15U66,2020,56,15
DLUTVJJ15U66,2021,62,24
DLUTVJJ15U66,2022,93,23
DLUTVJJ15U66,2023,123,29
DLUTVJJ15U66,2024,110,33
DLUTVJJ15U66,2025,100,33
DLV5DEVHGF38,2016,4,1
DLV5DEVHGF38,2017,2,1
DLV5DEVHGF38,2018,1,1
DLV5DEVHGF38,2020,1,1
DLV5DEVHGF38,2022,2,1
DLV5DEVHGF38,2023,3,2
DLV5DEVHGF38,2024,4,2
DLV5DEVHGF38,2025,1,1
DLVLULLCPB38,2024,1,1
DLVLULLCPB38,2025,2,1
DLWBSLWAJWR1,2016,1194,408
DLWBSLWAJWR1,2017,1278,479
DLWBSLWAJWR1,2018,1399,565
DLWBSLWAJWR1,2019,1245,586
DLWBSLWAJWR1,2020,1416,643
DLWBSLWAJWR1,2021,1485,681
DLWBSLWAJWR1,2022,1518,739
DLWBSLWAJWR1,2023,1419,702
DLWBSLWAJWR1,2024,1368,716
DLWBSLWAJWR1,2025,1361,738
DLWJUHQ9XGD8,2020,10,1
DLWJUHQ9XGD8,2021,21,1
DLWJUHQ9XGD8,2022,16,1
DLWJUHQ9XGD8,2023,12,1
DLWJUHQ9XGD8,2024,17,1
DLWJUHQ9XGD8,2025,12,1
DLZMEK3YBM49,2021,1,1
DLZMEK3YBM49,2022,1,1
DLZMEK3YBM49,2024,1,1
DLZMEK3YBM49,2025,1,1
DMARA7RB8NM3,2016,1,1
DMARA7RB8NM3,2018,1,1
DMDEQP66JL85,2016,4,4
DMDEQP66JL85,2017,12,5
DMDEQP66JL85,2018,11,4
DMDEQP66JL85,2019,15,7
DMDEQP66JL85,2020,30,14
DMDEQP66JL85,2021,35,13
DMDEQP66JL85,2022,24,12
DMDEQP66JL85,2023,20,12
DMDEQP66JL85,2024,39,19
DMDEQP66JL85,2025,41,18
DMDYDBFW9HK8,2016,1,1
DMDYDBFW9HK8,2018,1,1
DMFYKL5PQLF3,2025,1,1
DML4HJNAFE44,2016,1,1
DML4HJNAFE44,2017,5,2
DML4HJNAFE44,2018,4,1
DML4HJNAFE44,2019,3,1
DML4HJNAFE44,2020,4,1
DML4HJNAFE44,2021,6,1
DMLZJTD7WJ94,2016,3,1
