uei,name,city,state_code,fiscal_year,agency,total_obligations,award_count
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,Department of the Navy,5030145.0,12
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,Environmental Protection Agency,315000.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,National Aeronautics and Space Administration,1613298.9500000002,7
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,National Institutes of Health,271464155.0,149
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2018,National Science Foundation,50208827.0,111
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,Defense Advanced Research Projects Agency,1387897.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,Department of Energy,6341714.71,6
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,Department of the Air Force,17189965.0,13
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,Department of the Army,16647254.02,17
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,Department of the Navy,7815126.29,5
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,Environmental Protection Agency,300000.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,National Aeronautics and Space Administration,2286445.37,9
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,National Institutes of Health,278490318.0,127
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2019,National Science Foundation,51084535.0,106
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,Defense Advanced Research Projects Agency,1766264.84,3
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,Department of Energy,5149960.72,3
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,Department of the Air Force,14489363.0,6
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,Department of the Army,23750996.69,15
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,Department of the Navy,9935871.059999999,7
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,Environmental Protection Agency,0.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,National Aeronautics and Space Administration,2352954.3600000003,3
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,National Geospatial-Intelligence Agency,499794.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,National Institutes of Health,320140554.0,135
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,National Science Foundation,40935191.0,84
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2020,Washington Headquarters Services,2642088.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,Defense Advanced Research Projects Agency,2565984.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,Department of Energy,7592982.25,4
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,Department of the Air Force,31706701.91,6
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,Department of the Army,29506432.369999997,15
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,Department of the Navy,12521046.41,11
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,National Aeronautics and Space Administration,2329145.4699999997,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,National Geospatial-Intelligence Agency,495869.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,National Institutes of Health,304052858.34999996,109
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2021,National Science Foundation,63287100.0,102
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,Defense Advanced Research Projects Agency,2796412.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,Department of Energy,2727000.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,Department of the Air Force,13863852.0,10
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,Department of the Army,30940520.48,15
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,Department of the Navy,7828661.95,9
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,National Aeronautics and Space Administration,2654910.56,4
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,National Geospatial-Intelligence Agency,400000.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,National Institutes of Health,314538633.89000005,123
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2022,National Science Foundation,50004315.0,93
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,Defense Advanced Research Projects Agency,3911816.0,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,Defense Contract Management Agency,0.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,Defense Health Agency,13168331.39,9
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,Department of Energy,5929992.02,3
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,Department of the Air Force,6862493.09,10
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,Department of the Army,21234133.34,11
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,Department of the Navy,10453946.129999999,7
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,National Aeronautics and Space Administration,2074911.65,5
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,National Institutes of Health,348973252.39,143
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2023,National Science Foundation,62527115.0,78
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,Assistant Secretary for Fossil Energy,350000.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,Defense Advanced Research Projects Agency,5248934.0,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,Defense Health Agency,1161505.43,3
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,Department of Energy,8963968.93,9
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,Department of the Air Force,5305818.0,4
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,Department of the Army,14773701.2,10
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,Department of the Navy,9620719.030000001,8
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,National Aeronautics and Space Administration,955940.48,4
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,National Institutes of Health,350006240.84999996,140
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2024,National Science Foundation,37772712.0,68
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,Defense Advanced Research Projects Agency,1180958.0,1
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,Defense Health Agency,6523474.21,6
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,Department of Energy,5487231.89,5
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,Department of the Air Force,3856519.5300000003,7
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,Department of the Army,14268564.77,6
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,Department of the Navy,7677550.8900000015,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,National Aeronautics and Space Administration,1445675.75,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,National Institutes of Health,355802997.76,104
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2025,National Science Foundation,51686691.0,58
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,Defense Advanced Research Projects Agency,-20130.41,0
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,Defense Health Agency,1304828.62,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,Department of Energy,3433348.08,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,Department of the Air Force,1275385.0,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,Department of the Army,9793143.200000001,3
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,Department of the Navy,9596489.280000001,5
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,National Aeronautics and Space Administration,863393.0800000001,2
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,National Institutes of Health,227155830.79,70
G88KLJR3KYT5,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,2026,National Science Foundation,13119813.0,26
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,Department of Defense,18543751.0,59
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,Department of the Air Force,460000.0,2
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,Department of the Army,0.0,7
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,Department of the Navy,24.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,Environmental Protection Agency,222972.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,National Aeronautics and Space Administration,5332942.0,41
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,National Geospatial-Intelligence Agency,119190.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,National Institutes of Health,16567637.0,52
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2016,National Science Foundation,47888583.0,134
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,Department of Defense,2733651.0,10
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,Department of Energy,13454643.58,32
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,Department of the Air Force,634418.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,Department of the Army,4067470.0,12
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,Department of the Navy,7240250.0,15
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,Environmental Protection Agency,0.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,National Aeronautics and Space Administration,6649108.55,7
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,National Geospatial-Intelligence Agency,114153.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,National Institutes of Health,15548293.0,27
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2017,National Science Foundation,51917834.0,98
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Defense Advanced Research Projects Agency,200511.0,2
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Defense Contract Management Agency,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Defense Threat Reduction Agency,152752.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Department of Energy,10907290.870000001,11
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Department of the Air Force,3871765.0,6
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Department of the Army,6742169.93,13
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Department of the Navy,8395007.0,6
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,Environmental Protection Agency,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,National Aeronautics and Space Administration,6190194.62,16
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,National Institutes of Health,17647867.0,11
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2018,National Science Foundation,50453824.0,101
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,Defense Advanced Research Projects Agency,548968.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,Defense Threat Reduction Agency,140000.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,Department of Energy,13664478.06,6
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,Department of the Air Force,3565371.0,6
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,Department of the Army,9642471.11,5
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,Department of the Navy,7001959.47,9
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,National Aeronautics and Space Administration,5311341.66,6
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,National Geospatial-Intelligence Agency,148824.79,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,National Institutes of Health,17835186.0,14
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2019,National Science Foundation,57480160.0,84
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,Defense Advanced Research Projects Agency,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,Defense Threat Reduction Agency,279992.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,Department of Energy,18912639.259999998,8
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,Department of the Air Force,7362164.0,6
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,Department of the Army,14252346.3,10
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,Department of the Navy,11335448.49,17
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,National Aeronautics and Space Administration,7204974.8,11
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,National Geospatial-Intelligence Agency,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,National Institutes of Health,23391718.0,16
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2020,National Science Foundation,67391449.0,89
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,Defense Threat Reduction Agency,279997.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,Department of Energy,14101057.190000001,7
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,Department of the Air Force,5324289.0,7
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,Department of the Army,8033131.5,2
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,Department of the Navy,7407986.75,11
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,National Aeronautics and Space Administration,6296607.0200000005,15
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,National Institutes of Health,22601808.68,21
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,National Science Foundation,60234949.0,76
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2021,Washington Headquarters Services,697628.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,Defense Contract Management Agency,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,Defense Threat Reduction Agency,140000.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,Department of Energy,13648722.17,3
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,Department of the Air Force,10443202.0,5
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,Department of the Army,8739656.0,9
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,Department of the Navy,6294819.800000001,12
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,National Aeronautics and Space Administration,6042929.15,8
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,National Institutes of Health,21267800.84,19
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,National Science Foundation,71500314.0,73
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2022,Washington Headquarters Services,965241.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Defense Contract Management Agency,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Defense Health Agency,2172212.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Defense Threat Reduction Agency,-0.04,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Department of Energy,11532233.0,4
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Department of the Air Force,8201171.0,8
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Department of the Army,25313377.68,10
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Department of the Navy,7899679.84,12
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,National Aeronautics and Space Administration,4053078.9400000004,8
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,National Institutes of Health,24553994.53,15
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,National Science Foundation,63555735.0,58
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2023,Washington Headquarters Services,1327419.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,Assistant Secretary for Fossil Energy,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,Defense Health Agency,-3865.86,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,Department of Energy,20372651.119999997,7
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,Department of the Air Force,2620628.0,2
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,Department of the Army,8715179.25,5
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,Department of the Navy,4224785.08,4
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,National Aeronautics and Space Administration,4844544.07,12
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,National Institutes of Health,21829325.96,10
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,National Science Foundation,66382248.0,66
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2024,Washington Headquarters Services,0.0,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,Department of Energy,9385104.24,5
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,Department of the Air Force,2164634.4,6
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,Department of the Army,7920624.65,2
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,Department of the Navy,6230664.83,7
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,Environmental Protection Agency,100000.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,National Aeronautics and Space Administration,2528675.21,7
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,National Institutes of Health,27166220.55,13
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2025,National Science Foundation,70324663.0,47
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,Defense Health Agency,-13.18,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,Department of Energy,2199726.9299999997,0
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,Department of the Air Force,5708456.0,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,Department of the Army,7891056.470000001,8
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,Department of the Navy,4624042.45,3
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,National Aeronautics and Space Administration,1917496.77,1
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,National Institutes of Health,15216071.879999999,8
G9QBQDH39DF4,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",SANTA BARBARA,CA,2026,National Science Foundation,12600049.0,18
GBNGC495XA67,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,DURHAM,NH,2016,Department of Defense,1940970.0,15
GBNGC495XA67,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,DURHAM,NH,2016,Department of the Air Force,154334.0,1
